program_id,crop_id,crop_name,resource_tag,harvest_week_num,kg_harvested,units_harvested,seeding_date,transplant_date,harvest_date
910,12,Arugula,PNQ-GH1,2025-13,47.9,4650,2025-02-10 00:00:00+00,2025-03-03 00:00:00+00,2025-03-24 00:00:00+00
901,14,Swiss Chard,PNQ-GH1,2025-13,4.2,186,2025-02-10 00:00:00+00,2025-03-03 00:00:00+00,2025-03-24 00:00:00+00
904,16,Watercress,PNQ-GH1,2025-13,0,0,2025-02-10 00:00:00+00,2025-03-03 00:00:00+00,2025-03-24 00:00:00+00
910,12,Arugula,PNQ-GH1,2025-14,54.6,5022,2025-02-17 00:00:00+00,2025-03-10 00:00:00+00,2025-03-31 00:00:00+00
901,14,Swiss Chard,PNQ-GH1,2025-14,4.8,217,2025-02-17 00:00:00+00,2025-03-10 00:00:00+00,2025-03-31 00:00:00+00
904,16,Watercress,PNQ-GH1,2025-14,2.3,93,2025-02-17 00:00:00+00,2025-03-10 00:00:00+00,2025-03-31 00:00:00+00
910,12,Arugula,PNQ-GH1,2025-15,18.2,4929,2025-02-24 00:00:00+00,2025-03-17 00:00:00+00,2025-04-07 00:00:00+00
901,14,Swiss Chard,PNQ-GH1,2025-15,2.5,155,2025-02-24 00:00:00+00,2025-03-17 00:00:00+00,2025-04-07 00:00:00+00
904,16,Watercress,PNQ-GH1,2025-15,1,93,2025-02-24 00:00:00+00,2025-03-17 00:00:00+00,2025-04-07 00:00:00+00
910,12,Arugula,PNQ-GH1,2025-16,5.1,2232,2025-03-03 00:00:00+00,2025-03-24 00:00:00+00,2025-04-14 00:00:00+00
901,14,Swiss Chard,PNQ-GH1,2025-16,6.6,558,2025-03-03 00:00:00+00,2025-03-24 00:00:00+00,2025-04-14 00:00:00+00
904,16,Watercress,PNQ-GH1,2025-16,1.2,93,2025-03-03 00:00:00+00,2025-03-24 00:00:00+00,2025-04-14 00:00:00+00
910,12,Arugula,PNQ-GH1,2025-17,9,4743,2025-03-10 00:00:00+00,2025-03-31 00:00:00+00,2025-04-21 00:00:00+00
901,14,Swiss Chard,PNQ-GH1,2025-17,8.3,558,2025-03-10 00:00:00+00,2025-03-31 00:00:00+00,2025-04-21 00:00:00+00
904,16,Watercress,PNQ-GH1,2025-17,0,0,2025-03-10 00:00:00+00,2025-03-31 00:00:00+00,2025-04-21 00:00:00+00
910,12,Arugula,PNQ-GH1,2025-18,9.7,4464,2025-03-17 00:00:00+00,2025-04-07 00:00:00+00,2025-04-28 00:00:00+00
901,14,Swiss Chard,PNQ-GH1,2025-18,4.6,186,2025-03-17 00:00:00+00,2025-04-07 00:00:00+00,2025-04-28 00:00:00+00
904,16,Watercress,PNQ-GH1,2025-18,0,0,2025-03-17 00:00:00+00,2025-04-07 00:00:00+00,2025-04-28 00:00:00+00
910,12,Arugula,PNQ-GH1,2025-19,9.8,4867,2025-03-24 00:00:00+00,2025-04-14 00:00:00+00,2025-05-05 00:00:00+00
901,14,Swiss Chard,PNQ-GH1,2025-19,6,186,2025-03-24 00:00:00+00,2025-04-14 00:00:00+00,2025-05-05 00:00:00+00
904,16,Watercress,PNQ-GH1,2025-19,0.8,93,2025-03-24 00:00:00+00,2025-04-14 00:00:00+00,2025-05-05 00:00:00+00
910,12,Arugula,PNQ-GH1,2025-20,15,4835,2025-03-31 00:00:00+00,2025-04-21 00:00:00+00,2025-05-12 00:00:00+00
901,14,Swiss Chard,PNQ-GH1,2025-20,5.7,186,2025-03-31 00:00:00+00,2025-04-21 00:00:00+00,2025-05-12 00:00:00+00
904,16,Watercress,PNQ-GH1,2025-20,2.2,465,2025-03-31 00:00:00+00,2025-04-21 00:00:00+00,2025-05-12 00:00:00+00
910,12,Arugula,PNQ-GH1,2025-21,20,4836,2025-04-07 00:00:00+00,2025-04-28 00:00:00+00,2025-05-19 00:00:00+00
901,14,Swiss Chard,PNQ-GH1,2025-21,9.4,372,2025-04-07 00:00:00+00,2025-04-28 00:00:00+00,2025-05-19 00:00:00+00
904,16,Watercress,PNQ-GH1,2025-21,2.1,310,2025-04-07 00:00:00+00,2025-04-28 00:00:00+00,2025-05-19 00:00:00+00
910,12,Arugula,PNQ-GH1,2025-22,13.2,5022,2025-04-14 00:00:00+00,2025-05-05 00:00:00+00,2025-05-26 00:00:00+00
901,14,Swiss Chard,PNQ-GH1,2025-22,8,372,2025-04-14 00:00:00+00,2025-05-05 00:00:00+00,2025-05-26 00:00:00+00
904,16,Watercress,PNQ-GH1,2025-22,5.2,465,2025-04-14 00:00:00+00,2025-05-05 00:00:00+00,2025-05-26 00:00:00+00
910,12,Arugula,PNQ-GH1,2025-23,null,null,2025-04-21 00:00:00+00,2025-05-12 00:00:00+00,2025-06-02 00:00:00+00
901,14,Swiss Chard,PNQ-GH1,2025-23,null,null,2025-04-21 00:00:00+00,2025-05-12 00:00:00+00,2025-06-02 00:00:00+00
904,16,Watercress,PNQ-GH1,2025-23,null,null,2025-04-21 00:00:00+00,2025-05-12 00:00:00+00,2025-06-02 00:00:00+00
910,12,Arugula,PNQ-GH1,2025-24,null,null,2025-04-28 00:00:00+00,2025-05-19 00:00:00+00,2025-06-09 00:00:00+00
901,14,Swiss Chard,PNQ-GH1,2025-24,null,null,2025-04-28 00:00:00+00,2025-05-19 00:00:00+00,2025-06-09 00:00:00+00
904,16,Watercress,PNQ-GH1,2025-24,null,null,2025-04-28 00:00:00+00,2025-05-19 00:00:00+00,2025-06-09 00:00:00+00
910,12,Arugula,PNQ-GH1,2025-25,null,null,2025-05-05 00:00:00+00,2025-05-26 00:00:00+00,2025-06-16 00:00:00+00
901,14,Swiss Chard,PNQ-GH1,2025-25,null,null,2025-05-05 00:00:00+00,2025-05-26 00:00:00+00,2025-06-16 00:00:00+00
904,16,Watercress,PNQ-GH1,2025-25,null,null,2025-05-05 00:00:00+00,2025-05-26 00:00:00+00,2025-06-16 00:00:00+00
910,12,Arugula,PNQ-GH1,2025-26,null,null,2025-05-12 00:00:00+00,2025-06-02 00:00:00+00,2025-06-23 00:00:00+00
901,14,Swiss Chard,PNQ-GH1,2025-26,null,null,2025-05-12 00:00:00+00,2025-06-02 00:00:00+00,2025-06-23 00:00:00+00
904,16,Watercress,PNQ-GH1,2025-26,null,null,2025-05-12 00:00:00+00,2025-06-02 00:00:00+00,2025-06-23 00:00:00+00
910,12,Arugula,PNQ-GH1,2025-27,null,null,2025-05-19 00:00:00+00,2025-06-09 00:00:00+00,2025-06-30 00:00:00+00
910,12,Arugula,PNQ-GH1,2025-27,null,null,2025-06-02 00:00:00+00,2025-06-23 00:00:00+00,2025-07-14 00:00:00+00
901,14,Swiss Chard,PNQ-GH1,2025-27,11,478,2025-05-19 00:00:00+00,2025-06-09 00:00:00+00,2025-06-30 00:00:00+00
904,16,Watercress,PNQ-GH1,2025-27,12.5,350,2025-05-19 00:00:00+00,2025-06-09 00:00:00+00,2025-06-30 00:00:00+00
910,12,Arugula,PNQ-GH1,2025-28,null,null,2025-06-09 00:00:00+00,2025-06-30 00:00:00+00,2025-07-21 00:00:00+00
910,12,Arugula,PNQ-GH1,2025-28,null,null,2025-05-26 00:00:00+00,2025-06-16 00:00:00+00,2025-07-07 00:00:00+00
901,14,Swiss Chard,PNQ-GH1,2025-28,null,null,2025-05-26 00:00:00+00,2025-06-16 00:00:00+00,2025-07-07 00:00:00+00
904,16,Watercress,PNQ-GH1,2025-28,null,null,2025-05-26 00:00:00+00,2025-06-16 00:00:00+00,2025-07-07 00:00:00+00
910,12,Arugula,PNQ-GH1,2025-29,null,null,2025-06-16 00:00:00+00,2025-07-07 00:00:00+00,2025-07-28 00:00:00+00
901,14,Swiss Chard,PNQ-GH1,2025-29,null,null,2025-06-02 00:00:00+00,2025-06-23 00:00:00+00,2025-07-14 00:00:00+00
904,16,Watercress,PNQ-GH1,2025-29,null,null,2025-06-02 00:00:00+00,2025-06-23 00:00:00+00,2025-07-14 00:00:00+00
894,20,Parsley,PNQ-GH2,2025-04,null,null,2024-11-25 00:00:00+00,2024-12-19 00:00:00+00,2025-01-23 00:00:00+00
894,20,Parsley,PNQ-GH2,2025-05,null,null,2024-12-02 00:00:00+00,2024-12-26 00:00:00+00,2025-01-30 00:00:00+00
894,20,Parsley,PNQ-GH2,2025-06,null,null,2024-12-09 00:00:00+00,2025-01-02 00:00:00+00,2025-02-06 00:00:00+00
894,20,Parsley,PNQ-GH2,2025-07,null,null,2024-12-16 00:00:00+00,2025-01-09 00:00:00+00,2025-02-13 00:00:00+00
894,20,Parsley,PNQ-GH2,2025-08,null,null,2024-12-23 00:00:00+00,2025-01-16 00:00:00+00,2025-02-20 00:00:00+00
887,26,Basil,PNQ-GH2,2025-09,null,null,2025-01-13 00:00:00+00,2025-02-03 00:00:00+00,2025-02-24 00:00:00+00
890,4,Green Salanova Frisee,PNQ-GH2,2025-09,null,null,2024-12-30 00:00:00+00,2025-01-27 00:00:00+00,2025-02-24 00:00:00+00
892,11,Kale,PNQ-GH2,2025-09,null,null,2024-12-30 00:00:00+00,2025-01-27 00:00:00+00,2025-02-24 00:00:00+00
893,24,Mint,PNQ-GH2,2025-09,null,null,2024-12-30 00:00:00+00,2025-01-27 00:00:00+00,2025-02-24 00:00:00+00
894,20,Parsley,PNQ-GH2,2025-09,null,null,2024-12-30 00:00:00+00,2025-01-23 00:00:00+00,2025-02-27 00:00:00+00
900,23,Sage,PNQ-GH2,2025-09,null,null,2024-12-30 00:00:00+00,2025-01-27 00:00:00+00,2025-02-24 00:00:00+00
902,22,Thai Basil,PNQ-GH2,2025-09,null,null,2025-01-13 00:00:00+00,2025-02-03 00:00:00+00,2025-02-24 00:00:00+00
887,26,Basil,PNQ-GH2,2025-10,61.7,1674,2025-01-20 00:00:00+00,2025-02-10 00:00:00+00,2025-03-03 00:00:00+00
890,4,Green Salanova Frisee,PNQ-GH2,2025-10,78.6,659,2025-01-06 00:00:00+00,2025-02-03 00:00:00+00,2025-03-03 00:00:00+00
892,11,Kale,PNQ-GH2,2025-10,27.5,1488,2025-01-06 00:00:00+00,2025-02-03 00:00:00+00,2025-03-03 00:00:00+00
893,24,Mint,PNQ-GH2,2025-10,3.6,279,2025-01-06 00:00:00+00,2025-02-03 00:00:00+00,2025-03-03 00:00:00+00
894,20,Parsley,PNQ-GH2,2025-10,16.1,310,2025-01-06 00:00:00+00,2025-01-30 00:00:00+00,2025-03-06 00:00:00+00
900,23,Sage,PNQ-GH2,2025-10,0.8,124,2025-01-06 00:00:00+00,2025-02-03 00:00:00+00,2025-03-03 00:00:00+00
902,22,Thai Basil,PNQ-GH2,2025-10,null,null,2025-01-20 00:00:00+00,2025-02-10 00:00:00+00,2025-03-03 00:00:00+00
887,26,Basil,PNQ-GH2,2025-11,93.4,2604,2025-01-27 00:00:00+00,2025-02-17 00:00:00+00,2025-03-10 00:00:00+00
890,4,Green Salanova Frisee,PNQ-GH2,2025-11,80.6,672,2025-01-13 00:00:00+00,2025-02-10 00:00:00+00,2025-03-10 00:00:00+00
892,11,Kale,PNQ-GH2,2025-11,33.6,1488,2025-01-13 00:00:00+00,2025-02-10 00:00:00+00,2025-03-10 00:00:00+00
893,24,Mint,PNQ-GH2,2025-11,4.6,233,2025-01-13 00:00:00+00,2025-02-10 00:00:00+00,2025-03-10 00:00:00+00
894,20,Parsley,PNQ-GH2,2025-11,21.7,589,2025-01-13 00:00:00+00,2025-02-06 00:00:00+00,2025-03-13 00:00:00+00
900,23,Sage,PNQ-GH2,2025-11,0.5,62,2025-01-13 00:00:00+00,2025-02-10 00:00:00+00,2025-03-10 00:00:00+00
902,22,Thai Basil,PNQ-GH2,2025-11,null,null,2025-01-27 00:00:00+00,2025-02-17 00:00:00+00,2025-03-10 00:00:00+00
887,26,Basil,PNQ-GH2,2025-12,57.6,1452,2025-02-03 00:00:00+00,2025-02-24 00:00:00+00,2025-03-17 00:00:00+00
890,4,Green Salanova Frisee,PNQ-GH2,2025-12,68.9,656,2025-01-20 00:00:00+00,2025-02-17 00:00:00+00,2025-03-17 00:00:00+00
892,11,Kale,PNQ-GH2,2025-12,14.7,1302,2025-01-20 00:00:00+00,2025-02-17 00:00:00+00,2025-03-17 00:00:00+00
893,24,Mint,PNQ-GH2,2025-12,5.9,279,2025-01-20 00:00:00+00,2025-02-17 00:00:00+00,2025-03-17 00:00:00+00
894,20,Parsley,PNQ-GH2,2025-12,12.6,372,2025-01-20 00:00:00+00,2025-02-13 00:00:00+00,2025-03-20 00:00:00+00
900,23,Sage,PNQ-GH2,2025-12,0.5,62,2025-01-20 00:00:00+00,2025-02-17 00:00:00+00,2025-03-17 00:00:00+00
902,22,Thai Basil,PNQ-GH2,2025-12,2.6,93,2025-02-03 00:00:00+00,2025-02-24 00:00:00+00,2025-03-17 00:00:00+00
887,26,Basil,PNQ-GH2,2025-13,53,1767,2025-02-10 00:00:00+00,2025-03-03 00:00:00+00,2025-03-24 00:00:00+00
890,4,Green Salanova Frisee,PNQ-GH2,2025-13,51.1,672,2025-01-27 00:00:00+00,2025-02-24 00:00:00+00,2025-03-24 00:00:00+00
892,11,Kale,PNQ-GH2,2025-13,13.1,1488,2025-01-27 00:00:00+00,2025-02-24 00:00:00+00,2025-03-24 00:00:00+00
893,24,Mint,PNQ-GH2,2025-13,0.3,10,2025-01-27 00:00:00+00,2025-02-24 00:00:00+00,2025-03-24 00:00:00+00
894,20,Parsley,PNQ-GH2,2025-13,10.7,248,2025-01-27 00:00:00+00,2025-02-20 00:00:00+00,2025-03-27 00:00:00+00
900,23,Sage,PNQ-GH2,2025-13,0.4,31,2025-01-27 00:00:00+00,2025-02-24 00:00:00+00,2025-03-24 00:00:00+00
902,22,Thai Basil,PNQ-GH2,2025-13,null,null,2025-02-10 00:00:00+00,2025-03-03 00:00:00+00,2025-03-24 00:00:00+00
887,26,Basil,PNQ-GH2,2025-14,56.4,1457,2025-02-17 00:00:00+00,2025-03-10 00:00:00+00,2025-03-31 00:00:00+00
890,4,Green Salanova Frisee,PNQ-GH2,2025-14,57.6,640,2025-02-03 00:00:00+00,2025-03-03 00:00:00+00,2025-03-31 00:00:00+00
892,11,Kale,PNQ-GH2,2025-14,16.1,1488,2025-02-03 00:00:00+00,2025-03-03 00:00:00+00,2025-03-31 00:00:00+00
893,24,Mint,PNQ-GH2,2025-14,2.9,248,2025-02-03 00:00:00+00,2025-03-03 00:00:00+00,2025-03-31 00:00:00+00
894,20,Parsley,PNQ-GH2,2025-14,9,368,2025-02-03 00:00:00+00,2025-02-27 00:00:00+00,2025-04-03 00:00:00+00
900,23,Sage,PNQ-GH2,2025-14,null,null,2025-02-03 00:00:00+00,2025-03-03 00:00:00+00,2025-03-31 00:00:00+00
902,22,Thai Basil,PNQ-GH2,2025-14,null,null,2025-02-17 00:00:00+00,2025-03-10 00:00:00+00,2025-03-31 00:00:00+00
887,26,Basil,PNQ-GH2,2025-15,95.1,2202,2025-02-24 00:00:00+00,2025-03-17 00:00:00+00,2025-04-07 00:00:00+00
890,4,Green Salanova Frisee,PNQ-GH2,2025-15,69.1,688,2025-02-10 00:00:00+00,2025-03-10 00:00:00+00,2025-04-07 00:00:00+00
892,11,Kale,PNQ-GH2,2025-15,19.1,1519,2025-02-10 00:00:00+00,2025-03-10 00:00:00+00,2025-04-07 00:00:00+00
893,24,Mint,PNQ-GH2,2025-15,4.4,230,2025-02-10 00:00:00+00,2025-03-10 00:00:00+00,2025-04-07 00:00:00+00
894,20,Parsley,PNQ-GH2,2025-15,9.7,687,2025-02-10 00:00:00+00,2025-03-06 00:00:00+00,2025-04-10 00:00:00+00
900,23,Sage,PNQ-GH2,2025-15,0.4,155,2025-02-10 00:00:00+00,2025-03-10 00:00:00+00,2025-04-07 00:00:00+00
902,22,Thai Basil,PNQ-GH2,2025-15,1.1,62,2025-02-24 00:00:00+00,2025-03-17 00:00:00+00,2025-04-07 00:00:00+00
887,26,Basil,PNQ-GH2,2025-16,43.7,937,2025-03-03 00:00:00+00,2025-03-24 00:00:00+00,2025-04-14 00:00:00+00
890,4,Green Salanova Frisee,PNQ-GH2,2025-16,55.5,579,2025-02-17 00:00:00+00,2025-03-17 00:00:00+00,2025-04-14 00:00:00+00
892,11,Kale,PNQ-GH2,2025-16,15,1215,2025-02-17 00:00:00+00,2025-03-17 00:00:00+00,2025-04-14 00:00:00+00
893,24,Mint,PNQ-GH2,2025-16,2,93,2025-02-17 00:00:00+00,2025-03-17 00:00:00+00,2025-04-14 00:00:00+00
894,20,Parsley,PNQ-GH2,2025-16,4.3,310,2025-02-17 00:00:00+00,2025-03-13 00:00:00+00,2025-04-17 00:00:00+00
900,23,Sage,PNQ-GH2,2025-16,null,null,2025-02-17 00:00:00+00,2025-03-17 00:00:00+00,2025-04-14 00:00:00+00
902,22,Thai Basil,PNQ-GH2,2025-16,null,null,2025-03-03 00:00:00+00,2025-03-24 00:00:00+00,2025-04-14 00:00:00+00
887,26,Basil,PNQ-GH2,2025-17,104.8,2046,2025-03-10 00:00:00+00,2025-03-31 00:00:00+00,2025-04-21 00:00:00+00
890,4,Green Salanova Frisee,PNQ-GH2,2025-17,21.6,414,2025-02-24 00:00:00+00,2025-03-24 00:00:00+00,2025-04-21 00:00:00+00
892,11,Kale,PNQ-GH2,2025-17,7.3,682,2025-02-24 00:00:00+00,2025-03-24 00:00:00+00,2025-04-21 00:00:00+00
893,24,Mint,PNQ-GH2,2025-17,4.9,291,2025-02-24 00:00:00+00,2025-03-24 00:00:00+00,2025-04-21 00:00:00+00
894,20,Parsley,PNQ-GH2,2025-17,7.3,496,2025-02-24 00:00:00+00,2025-03-20 00:00:00+00,2025-04-24 00:00:00+00
900,23,Sage,PNQ-GH2,2025-17,null,null,2025-02-24 00:00:00+00,2025-03-24 00:00:00+00,2025-04-21 00:00:00+00
902,22,Thai Basil,PNQ-GH2,2025-17,3.5,93,2025-03-10 00:00:00+00,2025-03-31 00:00:00+00,2025-04-21 00:00:00+00
887,26,Basil,PNQ-GH2,2025-18,118.7,2955,2025-03-17 00:00:00+00,2025-04-07 00:00:00+00,2025-04-28 00:00:00+00
890,4,Green Salanova Frisee,PNQ-GH2,2025-18,50.1,640,2025-03-03 00:00:00+00,2025-03-31 00:00:00+00,2025-04-28 00:00:00+00
892,11,Kale,PNQ-GH2,2025-18,10.5,494,2025-03-03 00:00:00+00,2025-03-31 00:00:00+00,2025-04-28 00:00:00+00
893,24,Mint,PNQ-GH2,2025-18,5.1,217,2025-03-03 00:00:00+00,2025-03-31 00:00:00+00,2025-04-28 00:00:00+00
894,20,Parsley,PNQ-GH2,2025-18,4.5,384,2025-03-03 00:00:00+00,2025-03-27 00:00:00+00,2025-05-01 00:00:00+00
900,23,Sage,PNQ-GH2,2025-18,null,null,2025-03-03 00:00:00+00,2025-03-31 00:00:00+00,2025-04-28 00:00:00+00
902,22,Thai Basil,PNQ-GH2,2025-18,1.5,31,2025-03-17 00:00:00+00,2025-04-07 00:00:00+00,2025-04-28 00:00:00+00
887,26,Basil,PNQ-GH2,2025-19,97.2,2511,2025-03-24 00:00:00+00,2025-04-14 00:00:00+00,2025-05-05 00:00:00+00
890,4,Green Salanova Frisee,PNQ-GH2,2025-19,52.5,704,2025-03-10 00:00:00+00,2025-04-07 00:00:00+00,2025-05-05 00:00:00+00
892,11,Kale,PNQ-GH2,2025-19,15.2,1240,2025-03-10 00:00:00+00,2025-04-07 00:00:00+00,2025-05-05 00:00:00+00
893,24,Mint,PNQ-GH2,2025-19,4.4,248,2025-03-10 00:00:00+00,2025-04-07 00:00:00+00,2025-05-05 00:00:00+00
894,20,Parsley,PNQ-GH2,2025-19,3,1147,2025-03-10 00:00:00+00,2025-04-03 00:00:00+00,2025-05-08 00:00:00+00
900,23,Sage,PNQ-GH2,2025-19,null,null,2025-03-10 00:00:00+00,2025-04-07 00:00:00+00,2025-05-05 00:00:00+00
902,22,Thai Basil,PNQ-GH2,2025-19,6.5,250,2025-03-24 00:00:00+00,2025-04-14 00:00:00+00,2025-05-05 00:00:00+00
887,26,Basil,PNQ-GH2,2025-20,110.1,2542,2025-03-31 00:00:00+00,2025-04-21 00:00:00+00,2025-05-12 00:00:00+00
890,4,Green Salanova Frisee,PNQ-GH2,2025-20,50.3,656,2025-03-17 00:00:00+00,2025-04-14 00:00:00+00,2025-05-12 00:00:00+00
892,11,Kale,PNQ-GH2,2025-20,12.1,1519,2025-03-17 00:00:00+00,2025-04-14 00:00:00+00,2025-05-12 00:00:00+00
893,24,Mint,PNQ-GH2,2025-20,0.5,93,2025-03-17 00:00:00+00,2025-04-14 00:00:00+00,2025-05-12 00:00:00+00
894,20,Parsley,PNQ-GH2,2025-20,1.4,465,2025-03-17 00:00:00+00,2025-04-10 00:00:00+00,2025-05-15 00:00:00+00
900,23,Sage,PNQ-GH2,2025-20,0.2,155,2025-03-17 00:00:00+00,2025-04-14 00:00:00+00,2025-05-12 00:00:00+00
902,22,Thai Basil,PNQ-GH2,2025-20,4.7,124,2025-03-31 00:00:00+00,2025-04-21 00:00:00+00,2025-05-12 00:00:00+00
887,26,Basil,PNQ-GH2,2025-21,88.5,2449,2025-04-07 00:00:00+00,2025-04-28 00:00:00+00,2025-05-19 00:00:00+00
890,4,Green Salanova Frisee,PNQ-GH2,2025-21,47.8,649,2025-03-24 00:00:00+00,2025-04-21 00:00:00+00,2025-05-19 00:00:00+00
892,11,Kale,PNQ-GH2,2025-21,17.1,1178,2025-03-24 00:00:00+00,2025-04-21 00:00:00+00,2025-05-19 00:00:00+00
893,24,Mint,PNQ-GH2,2025-21,4.6,372,2025-03-24 00:00:00+00,2025-04-21 00:00:00+00,2025-05-19 00:00:00+00
894,20,Parsley,PNQ-GH2,2025-21,0.9,372,2025-03-24 00:00:00+00,2025-04-17 00:00:00+00,2025-05-22 00:00:00+00
900,23,Sage,PNQ-GH2,2025-21,null,null,2025-03-24 00:00:00+00,2025-04-21 00:00:00+00,2025-05-19 00:00:00+00
902,22,Thai Basil,PNQ-GH2,2025-21,4.2,124,2025-04-07 00:00:00+00,2025-04-28 00:00:00+00,2025-05-19 00:00:00+00
887,26,Basil,PNQ-GH2,2025-22,59,2030,2025-04-14 00:00:00+00,2025-05-05 00:00:00+00,2025-05-26 00:00:00+00
890,4,Green Salanova Frisee,PNQ-GH2,2025-22,44.8,662,2025-03-31 00:00:00+00,2025-04-28 00:00:00+00,2025-05-26 00:00:00+00
892,11,Kale,PNQ-GH2,2025-22,5.9,558,2025-03-31 00:00:00+00,2025-04-28 00:00:00+00,2025-05-26 00:00:00+00
893,24,Mint,PNQ-GH2,2025-22,null,null,2025-03-31 00:00:00+00,2025-04-28 00:00:00+00,2025-05-26 00:00:00+00
894,20,Parsley,PNQ-GH2,2025-22,null,null,2025-03-31 00:00:00+00,2025-04-24 00:00:00+00,2025-05-29 00:00:00+00
900,23,Sage,PNQ-GH2,2025-22,null,null,2025-03-31 00:00:00+00,2025-04-28 00:00:00+00,2025-05-26 00:00:00+00
902,22,Thai Basil,PNQ-GH2,2025-22,8.2,201,2025-04-14 00:00:00+00,2025-05-05 00:00:00+00,2025-05-26 00:00:00+00
903,18,Tuscan Kale,PNQ-GH2,2025-22,2.5,372,2025-03-31 00:00:00+00,2025-04-28 00:00:00+00,2025-05-26 00:00:00+00
887,26,Basil,PNQ-GH2,2025-23,null,null,2025-04-21 00:00:00+00,2025-05-12 00:00:00+00,2025-06-02 00:00:00+00
890,4,Green Salanova Frisee,PNQ-GH2,2025-23,null,null,2025-04-07 00:00:00+00,2025-05-05 00:00:00+00,2025-06-02 00:00:00+00
892,11,Kale,PNQ-GH2,2025-23,null,null,2025-04-07 00:00:00+00,2025-05-05 00:00:00+00,2025-06-02 00:00:00+00
893,24,Mint,PNQ-GH2,2025-23,null,null,2025-04-07 00:00:00+00,2025-05-05 00:00:00+00,2025-06-02 00:00:00+00
894,20,Parsley,PNQ-GH2,2025-23,null,null,2025-04-07 00:00:00+00,2025-05-01 00:00:00+00,2025-06-05 00:00:00+00
900,23,Sage,PNQ-GH2,2025-23,null,null,2025-04-07 00:00:00+00,2025-05-05 00:00:00+00,2025-06-02 00:00:00+00
902,22,Thai Basil,PNQ-GH2,2025-23,null,null,2025-04-21 00:00:00+00,2025-05-12 00:00:00+00,2025-06-02 00:00:00+00
903,18,Tuscan Kale,PNQ-GH2,2025-23,null,null,2025-04-07 00:00:00+00,2025-05-05 00:00:00+00,2025-06-02 00:00:00+00
887,26,Basil,PNQ-GH2,2025-24,null,null,2025-04-28 00:00:00+00,2025-05-19 00:00:00+00,2025-06-09 00:00:00+00
890,4,Green Salanova Frisee,PNQ-GH2,2025-24,null,null,2025-04-14 00:00:00+00,2025-05-12 00:00:00+00,2025-06-09 00:00:00+00
892,11,Kale,PNQ-GH2,2025-24,null,null,2025-04-14 00:00:00+00,2025-05-12 00:00:00+00,2025-06-09 00:00:00+00
893,24,Mint,PNQ-GH2,2025-24,null,null,2025-04-14 00:00:00+00,2025-05-12 00:00:00+00,2025-06-09 00:00:00+00
894,20,Parsley,PNQ-GH2,2025-24,null,null,2025-04-14 00:00:00+00,2025-05-08 00:00:00+00,2025-06-12 00:00:00+00
900,23,Sage,PNQ-GH2,2025-24,null,null,2025-04-14 00:00:00+00,2025-05-12 00:00:00+00,2025-06-09 00:00:00+00
902,22,Thai Basil,PNQ-GH2,2025-24,null,null,2025-04-28 00:00:00+00,2025-05-19 00:00:00+00,2025-06-09 00:00:00+00
903,18,Tuscan Kale,PNQ-GH2,2025-24,null,null,2025-04-14 00:00:00+00,2025-05-12 00:00:00+00,2025-06-09 00:00:00+00
887,26,Basil,PNQ-GH2,2025-25,null,null,2025-05-05 00:00:00+00,2025-05-26 00:00:00+00,2025-06-16 00:00:00+00
890,4,Green Salanova Frisee,PNQ-GH2,2025-25,null,null,2025-04-21 00:00:00+00,2025-05-19 00:00:00+00,2025-06-16 00:00:00+00
892,11,Kale,PNQ-GH2,2025-25,null,null,2025-04-21 00:00:00+00,2025-05-19 00:00:00+00,2025-06-16 00:00:00+00
893,24,Mint,PNQ-GH2,2025-25,null,null,2025-04-21 00:00:00+00,2025-05-19 00:00:00+00,2025-06-16 00:00:00+00
894,20,Parsley,PNQ-GH2,2025-25,null,null,2025-04-21 00:00:00+00,2025-05-15 00:00:00+00,2025-06-19 00:00:00+00
900,23,Sage,PNQ-GH2,2025-25,null,null,2025-04-21 00:00:00+00,2025-05-19 00:00:00+00,2025-06-16 00:00:00+00
902,22,Thai Basil,PNQ-GH2,2025-25,null,null,2025-05-05 00:00:00+00,2025-05-26 00:00:00+00,2025-06-16 00:00:00+00
903,18,Tuscan Kale,PNQ-GH2,2025-25,null,null,2025-04-21 00:00:00+00,2025-05-19 00:00:00+00,2025-06-16 00:00:00+00
887,26,Basil,PNQ-GH2,2025-26,null,null,2025-05-12 00:00:00+00,2025-06-02 00:00:00+00,2025-06-23 00:00:00+00
890,4,Green Salanova Frisee,PNQ-GH2,2025-26,null,null,2025-04-28 00:00:00+00,2025-05-26 00:00:00+00,2025-06-23 00:00:00+00
892,11,Kale,PNQ-GH2,2025-26,null,null,2025-04-28 00:00:00+00,2025-05-26 00:00:00+00,2025-06-23 00:00:00+00
893,24,Mint,PNQ-GH2,2025-26,null,null,2025-04-28 00:00:00+00,2025-05-26 00:00:00+00,2025-06-23 00:00:00+00
894,20,Parsley,PNQ-GH2,2025-26,null,null,2025-04-28 00:00:00+00,2025-05-22 00:00:00+00,2025-06-26 00:00:00+00
900,23,Sage,PNQ-GH2,2025-26,null,null,2025-04-28 00:00:00+00,2025-05-26 00:00:00+00,2025-06-23 00:00:00+00
902,22,Thai Basil,PNQ-GH2,2025-26,null,null,2025-05-12 00:00:00+00,2025-06-02 00:00:00+00,2025-06-23 00:00:00+00
